County,SpeciesName,SpeciesCode,SpeciesCategory,SpeciesType,SpeciesGraphUrl,Link,Phenology,BreedAbundance,MigAbundance,WinterAbundance,YearAbundance,WeeksDetected,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
Gaston,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Granville,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guilford,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,16,3,3,2,2,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,,,,,
Haywood,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,12,2,3,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,,,,,
Henderson,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,9,2,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,,,,,
Hyde,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,unlikely,unlikely,8,1,3,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,,,,,
Jackson,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Macon,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Mecklenburg,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,unlikely,unlikely,9,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,
Moore,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,8,0,0,0,3,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,
New Hanover,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,18,3,3,3,3,3,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,,,,,
Northampton,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,unlikely,unlikely,7,3,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,
Onslow,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Orange,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,5,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pamlico,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,,,,,
Pasquotank,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pender,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
Person,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,
Pitt,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-147&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-147&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
Polk,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-149&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-149&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,,,,,
Randolph,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-151&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-151&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,4,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,
Richmond,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-153&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-153&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Rockingham,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-157&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-157&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Rutherford,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Stanly,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-167&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-167&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Stokes,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-169&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-169&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Transylvania,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-175&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-175&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,15,3,3,2,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,,,,,
Union,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-179&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-179&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Vance,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-181&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-181&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wake,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-183&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-183&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,possible,unlikely,20,1,3,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,,,,,
Warren,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-185&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-185&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Washington,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,
Wayne,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-191&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-191&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,6,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,,,,
Wilkes,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-193&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-193&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Wintering,unlikely,unlikely,unlikely,unlikely,10,3,1,3,1,4,0,3,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wilson,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-195&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-195&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Yadkin,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-197&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-197&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Yancey,Common Goldeneye,comgol,species,native,https://ebird.org/barchart?r=US-NC-199&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,https://ebird.org/barchart?r=US-NC-199&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgol,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Alamance,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-001&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-001&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,4,3,3,4,4,5,5,7,7,7,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,5,5,5,5,4,4,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,,,,,
Alexander,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,possible,possible,33,0,0,0,3,3,3,5,5,4,5,0,5,5,5,4,5,5,6,5,6,9,6,5,3,0,6,3,0,0,0,0,0,1,0,3,3,5,0,3,3,3,3,0,3,0,3,0,3,,,,,
Alleghany,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,35,0,0,0,0,0,3,3,4,6,4,4,3,3,5,4,4,4,5,4,4,5,4,4,3,5,5,5,5,0,5,4,4,0,0,2,3,0,3,0,3,3,3,5,0,0,4,0,1,,,,,
Anson,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,6,4,3,5,7,4,7,5,6,8,6,8,8,8,8,8,8,8,7,8,8,8,8,6,7,6,4,5,7,4,5,4,5,3,6,6,3,7,8,8,7,8,8,7,6,7,7,6,,,,,
Ashe,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,38,0,3,0,0,3,3,3,5,5,5,5,5,3,4,5,4,5,5,5,4,4,4,5,4,5,3,3,3,3,4,3,3,0,3,3,3,3,3,0,1,0,3,3,3,0,0,0,0,,,,,
Avery,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,39,0,0,0,0,1,3,4,6,6,6,5,6,5,5,5,5,5,5,4,4,4,4,5,5,6,5,5,5,5,5,5,4,3,3,2,3,3,3,3,3,3,0,0,3,3,0,0,0,,,,,
Beaufort,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,6,4,5,5,6,6,6,6,7,7,6,7,8,8,8,8,8,8,8,8,8,7,7,7,6,6,5,4,4,3,4,4,4,4,4,4,4,4,5,6,6,6,5,5,5,5,5,5,,,,,
Bertie,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,41,4,4,5,7,4,5,5,6,7,8,6,7,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,4,5,5,7,4,0,0,0,0,0,7,5,8,4,7,5,5,5,0,0,5,,,,,
Bladen,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,46,6,6,7,6,5,5,6,7,6,8,5,6,6,6,6,7,6,6,7,6,6,7,6,6,7,6,5,5,4,4,3,3,1,0,0,3,3,1,3,5,5,3,5,6,6,5,7,7,,,,,
Brunswick,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,4,4,5,4,4,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,,,,,
Buncombe,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,48,3,3,2,2,3,3,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,,,,,
Burke,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,possible,possible,37,0,0,3,3,0,3,4,4,3,3,3,3,3,4,4,4,4,5,5,4,5,4,3,3,3,3,3,3,3,3,0,3,0,0,0,3,3,4,4,4,3,0,3,3,0,0,0,3,,,,,
Cabarrus,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,4,4,4,5,6,5,6,5,5,6,6,6,6,6,6,6,6,7,5,5,5,5,6,5,5,3,4,3,3,4,4,3,3,3,4,3,5,4,4,5,4,3,4,3,3,,,,,
Caldwell,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,39,0,0,0,0,0,3,3,3,4,3,3,4,4,4,4,5,6,5,5,4,5,5,5,4,4,3,5,4,4,3,3,0,3,3,3,3,4,3,5,4,3,3,3,3,0,0,0,2,,,,,
Camden,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,46,3,3,5,5,5,7,7,8,8,9,9,8,9,8,8,9,8,9,9,8,8,7,6,7,7,5,6,5,4,5,5,5,5,4,6,4,5,3,4,5,5,0,4,0,4,4,4,3,,,,,
Carteret,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,4,3,4,5,5,5,6,6,6,6,6,6,6,7,7,8,7,7,7,7,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,,,,,
Caswell,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,34,0,0,0,3,3,0,4,0,1,5,1,4,4,3,3,5,5,3,5,4,5,6,5,5,5,5,4,4,4,3,3,3,0,0,0,3,0,3,0,4,3,5,5,4,0,0,0,0,,,,,
